"event_id","person_id","device_id","mu_event_id","event_start_date_utc","event_start_date_local","event_end_date_utc","event_end_date_local","event_recorded_date_utc","event_uploaded_date_utc","event_uploaded_date_local","event_status","event_status_flags","event_type_id","event_type_name","event_type_code","event_type_description","event_type_criticality_id","event_type_criticality_name","_file_name","_feed_type","_delivery_date","_dlt_load_id","_dlt_id","client_id","location_id"
"3606125","42662","688","2930670","2025-09-10 18:09:00.000","2025-09-10 19:09:00.000","2025-09-10 18:09:00.000","2025-09-10 19:09:00.000","2025-09-10 18:09:16.745","2025-09-10 18:09:16.745","2025-09-10 19:09:16.745","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","lbdByZyUHLMS1w",,
"3606198","42662","688","2930749","2025-09-10 19:09:00.000","2025-09-10 20:09:00.000","2025-09-10 19:09:00.000","2025-09-10 20:09:00.000","2025-09-10 19:09:06.456","2025-09-10 19:09:06.456","2025-09-10 20:09:06.456","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","QFq7hOb5UjlJTQ",,
"3606264","42662","688","2930821","2025-09-10 20:09:00.000","2025-09-10 21:09:00.000","2025-09-10 20:09:00.000","2025-09-10 21:09:00.000","2025-09-10 20:09:11.112","2025-09-10 20:09:11.112","2025-09-10 21:09:11.112","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","gstmDi02qgk1kA",,
"3606335","42662","688","2930897","2025-09-10 21:09:00.000","2025-09-10 22:09:00.000","2025-09-10 21:09:00.000","2025-09-10 22:09:00.000","2025-09-10 21:09:16.013","2025-09-10 21:09:16.013","2025-09-10 22:09:16.013","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","U9ykctMHxdH6qQ",,
"3606401","42662","688","2930968","2025-09-10 22:09:00.000","2025-09-10 23:09:00.000","2025-09-10 22:09:00.000","2025-09-10 23:09:00.000","2025-09-10 22:09:05.787","2025-09-10 22:09:05.787","2025-09-10 23:09:05.787","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","p6SPpncptWQxrw",,
"3606481","42662","688","2931052","2025-09-10 23:09:01.000","2025-09-11 00:09:01.000","2025-09-10 23:09:01.000","2025-09-11 00:09:01.000","2025-09-10 23:09:10.996","2025-09-10 23:09:10.996","2025-09-11 00:09:10.996","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","MbpnVsoFJHL0OQ",,
"3606580","42662","688","2931155","2025-09-11 00:09:01.000","2025-09-11 01:09:01.000","2025-09-11 00:09:01.000","2025-09-11 01:09:01.000","2025-09-11 00:09:16.114","2025-09-11 00:09:16.114","2025-09-11 01:09:16.114","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","YsK5OqlBm9pn7Q",,
"3606660","42662","688","2931240","2025-09-11 01:09:00.000","2025-09-11 02:09:00.000","2025-09-11 01:09:00.000","2025-09-11 02:09:00.000","2025-09-11 01:09:06.277","2025-09-11 01:09:06.277","2025-09-11 02:09:06.277","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","/r47kU9LFsAHGw",,
"3606724","42662","688","2931309","2025-09-11 02:09:01.000","2025-09-11 03:09:01.000","2025-09-11 02:09:01.000","2025-09-11 03:09:01.000","2025-09-11 02:09:11.266","2025-09-11 02:09:11.266","2025-09-11 03:09:11.266","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","HcHr/R++nCDIMQ",,
"3606794","42662","688","2931384","2025-09-11 03:09:00.000","2025-09-11 04:09:00.000","2025-09-11 03:09:00.000","2025-09-11 04:09:00.000","2025-09-11 03:09:16.355","2025-09-11 03:09:16.355","2025-09-11 04:09:16.355","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","jhJqlfxtiyjAyg",,
"3606859","42662","688","2931455","2025-09-11 04:09:01.000","2025-09-11 05:09:01.000","2025-09-11 04:09:01.000","2025-09-11 05:09:01.000","2025-09-11 04:09:06.384","2025-09-11 04:09:06.384","2025-09-11 05:09:06.384","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","MFGJZVLAfN/D2Q",,
"3606929","42662","688","2931530","2025-09-11 05:09:01.000","2025-09-11 06:09:01.000","2025-09-11 05:09:01.000","2025-09-11 06:09:01.000","2025-09-11 05:09:11.378","2025-09-11 05:09:11.378","2025-09-11 06:09:11.378","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","Lv1nI6Qohyyv5Q",,
"3607001","42662","688","2931608","2025-09-11 06:09:00.000","2025-09-11 07:09:00.000","2025-09-11 06:09:00.000","2025-09-11 07:09:00.000","2025-09-11 06:09:16.654","2025-09-11 06:09:16.654","2025-09-11 07:09:16.654","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757646197.100763","9i4cxtlogbSp5A",,
"3607072","42662","688","2931684","2025-09-11 07:09:01.000","2025-09-11 08:09:01.000","2025-09-11 07:09:01.000","2025-09-11 08:09:01.000","2025-09-11 07:09:06.403","2025-09-11 07:09:06.403","2025-09-11 08:09:06.403","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911071226.jsonl","home_office","2025-09-11","1757646197.100763","vnYCJnXF8Vqjzg",,
"3607133","42662","688","2931755","2025-09-11 08:06:50.000","2025-09-11 09:06:50.000",,,"2025-09-11 08:06:56.109","2025-09-11 08:06:56.109","2025-09-11 09:06:56.109","A","4096","84","Power Loss","EV_MU_MAINS_START","Power Loss","3","HIGH","event_home_office_20250911080726.jsonl","home_office","2025-09-11","1757646197.100763","xQVB7Ds8NQ3F6A",,
"3607134","42662","688","2931756","2025-09-11 08:07:28.000","2025-09-11 09:07:28.000","2025-09-11 08:07:47.000","2025-09-11 09:07:47.000","2025-09-11 08:07:56.189","2025-09-11 08:07:56.189","2025-09-11 09:07:56.189","F","4352","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250911081226.jsonl","home_office","2025-09-11","1757646197.100763","icGCDZHlLGoYdg",,
"3607135","42662","688","2931757","2025-09-11 08:07:47.000","2025-09-11 09:07:47.000","2025-09-11 08:07:47.000","2025-09-11 09:07:47.000","2025-09-11 08:08:11.233","2025-09-11 08:08:11.233","2025-09-11 09:08:11.233","F","4096","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250911081226.jsonl","home_office","2025-09-11","1757646197.100763","SWvXqyR8LnS+ww",,
"3607140","42662","688","2931762","2025-09-11 08:09:02.000","2025-09-11 09:09:02.000","2025-09-11 08:09:02.000","2025-09-11 09:09:02.000","2025-09-11 08:09:11.416","2025-09-11 08:09:11.416","2025-09-11 09:09:11.416","F","4096","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911081226.jsonl","home_office","2025-09-11","1757646197.100763","fvtjMumyrobLcg",,
"3607150","42662","688","2931773","2025-09-11 08:13:25.000","2025-09-11 09:13:25.000","2025-09-11 08:13:39.000","2025-09-11 09:13:39.000","2025-09-11 08:13:41.834","2025-09-11 08:13:41.834","2025-09-11 09:13:41.834","F","4352","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757646197.100763","qzHo1LnllcCxiw",,
"3607153","42662","688","2931776","2025-09-11 08:13:39.000","2025-09-11 09:13:39.000","2025-09-11 08:13:39.000","2025-09-11 09:13:39.000","2025-09-11 08:13:56.891","2025-09-11 08:13:56.891","2025-09-11 09:13:56.891","F","4096","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757646197.100763","Ye72cUNFv07FFA",,
"3607154","42662","688","2931777","2025-09-11 08:13:59.000","2025-09-11 09:13:59.000","2025-09-11 08:14:13.000","2025-09-11 09:14:13.000","2025-09-11 08:14:26.953","2025-09-11 08:14:26.953","2025-09-11 09:14:26.953","F","4352","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757646197.100763","eCGJP3fXv/m8CQ",,
"3607155","42662","688","2931778","2025-09-11 08:14:13.000","2025-09-11 09:14:13.000","2025-09-11 08:14:13.000","2025-09-11 09:14:13.000","2025-09-11 08:14:41.992","2025-09-11 08:14:41.992","2025-09-11 09:14:41.992","F","4096","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757646197.100763","8qjRZvr4kZyg+Q",,
"3606125","42662","688","2930670","2025-09-10 18:09:00.000","2025-09-10 19:09:00.000","2025-09-10 18:09:00.000","2025-09-10 19:09:00.000","2025-09-10 18:09:16.745","2025-09-10 18:09:16.745","2025-09-10 19:09:16.745","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","BQZRH0nfSDGSWg",,
"3606198","42662","688","2930749","2025-09-10 19:09:00.000","2025-09-10 20:09:00.000","2025-09-10 19:09:00.000","2025-09-10 20:09:00.000","2025-09-10 19:09:06.456","2025-09-10 19:09:06.456","2025-09-10 20:09:06.456","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","eZSl6CgbPrxZLg",,
"3606264","42662","688","2930821","2025-09-10 20:09:00.000","2025-09-10 21:09:00.000","2025-09-10 20:09:00.000","2025-09-10 21:09:00.000","2025-09-10 20:09:11.112","2025-09-10 20:09:11.112","2025-09-10 21:09:11.112","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","8S8XUN6dHWksBw",,
"3606335","42662","688","2930897","2025-09-10 21:09:00.000","2025-09-10 22:09:00.000","2025-09-10 21:09:00.000","2025-09-10 22:09:00.000","2025-09-10 21:09:16.013","2025-09-10 21:09:16.013","2025-09-10 22:09:16.013","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","DwdYVxekBus3SQ",,
"3606401","42662","688","2930968","2025-09-10 22:09:00.000","2025-09-10 23:09:00.000","2025-09-10 22:09:00.000","2025-09-10 23:09:00.000","2025-09-10 22:09:05.787","2025-09-10 22:09:05.787","2025-09-10 23:09:05.787","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","TNniGwTuxynmcA",,
"3606481","42662","688","2931052","2025-09-10 23:09:01.000","2025-09-11 00:09:01.000","2025-09-10 23:09:01.000","2025-09-11 00:09:01.000","2025-09-10 23:09:10.996","2025-09-10 23:09:10.996","2025-09-11 00:09:10.996","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","LZuQeHF+Atg0Bw",,
"3606580","42662","688","2931155","2025-09-11 00:09:01.000","2025-09-11 01:09:01.000","2025-09-11 00:09:01.000","2025-09-11 01:09:01.000","2025-09-11 00:09:16.114","2025-09-11 00:09:16.114","2025-09-11 01:09:16.114","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","u82RoHs8UfLcWQ",,
"3606660","42662","688","2931240","2025-09-11 01:09:00.000","2025-09-11 02:09:00.000","2025-09-11 01:09:00.000","2025-09-11 02:09:00.000","2025-09-11 01:09:06.277","2025-09-11 01:09:06.277","2025-09-11 02:09:06.277","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","s+jvpnGr1saBBw",,
"3606724","42662","688","2931309","2025-09-11 02:09:01.000","2025-09-11 03:09:01.000","2025-09-11 02:09:01.000","2025-09-11 03:09:01.000","2025-09-11 02:09:11.266","2025-09-11 02:09:11.266","2025-09-11 03:09:11.266","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","3Y0LpmETTZ+/Dw",,
"3606794","42662","688","2931384","2025-09-11 03:09:00.000","2025-09-11 04:09:00.000","2025-09-11 03:09:00.000","2025-09-11 04:09:00.000","2025-09-11 03:09:16.355","2025-09-11 03:09:16.355","2025-09-11 04:09:16.355","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","thy9DdQEjRc8xg",,
"3606859","42662","688","2931455","2025-09-11 04:09:01.000","2025-09-11 05:09:01.000","2025-09-11 04:09:01.000","2025-09-11 05:09:01.000","2025-09-11 04:09:06.384","2025-09-11 04:09:06.384","2025-09-11 05:09:06.384","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","0eG+b4jDy5tI7A",,
"3606929","42662","688","2931530","2025-09-11 05:09:01.000","2025-09-11 06:09:01.000","2025-09-11 05:09:01.000","2025-09-11 06:09:01.000","2025-09-11 05:09:11.378","2025-09-11 05:09:11.378","2025-09-11 06:09:11.378","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","5FO30pHTslaBvQ",,
"3607001","42662","688","2931608","2025-09-11 06:09:00.000","2025-09-11 07:09:00.000","2025-09-11 06:09:00.000","2025-09-11 07:09:00.000","2025-09-11 06:09:16.654","2025-09-11 06:09:16.654","2025-09-11 07:09:16.654","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911070226.jsonl","home_office","2025-09-11","1757647064.17855","26s7dLRcWr0rCQ",,
"3607072","42662","688","2931684","2025-09-11 07:09:01.000","2025-09-11 08:09:01.000","2025-09-11 07:09:01.000","2025-09-11 08:09:01.000","2025-09-11 07:09:06.403","2025-09-11 07:09:06.403","2025-09-11 08:09:06.403","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911071226.jsonl","home_office","2025-09-11","1757647064.17855","UD5vjjasc04R/A",,
"3607133","42662","688","2931755","2025-09-11 08:06:50.000","2025-09-11 09:06:50.000",,,"2025-09-11 08:06:56.109","2025-09-11 08:06:56.109","2025-09-11 09:06:56.109","A","4096","84","Power Loss","EV_MU_MAINS_START","Power Loss","3","HIGH","event_home_office_20250911080726.jsonl","home_office","2025-09-11","1757647064.17855","umxOCwdFSt3gqw",,
"3607134","42662","688","2931756","2025-09-11 08:07:28.000","2025-09-11 09:07:28.000","2025-09-11 08:07:47.000","2025-09-11 09:07:47.000","2025-09-11 08:07:56.189","2025-09-11 08:07:56.189","2025-09-11 09:07:56.189","F","4352","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250911081226.jsonl","home_office","2025-09-11","1757647064.17855","HadUe73eVDWK/w",,
"3607135","42662","688","2931757","2025-09-11 08:07:47.000","2025-09-11 09:07:47.000","2025-09-11 08:07:47.000","2025-09-11 09:07:47.000","2025-09-11 08:08:11.233","2025-09-11 08:08:11.233","2025-09-11 09:08:11.233","F","4096","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250911081226.jsonl","home_office","2025-09-11","1757647064.17855","mknExXFN+LyZWQ",,
"3607140","42662","688","2931762","2025-09-11 08:09:02.000","2025-09-11 09:09:02.000","2025-09-11 08:09:02.000","2025-09-11 09:09:02.000","2025-09-11 08:09:11.416","2025-09-11 08:09:11.416","2025-09-11 09:09:11.416","F","4096","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250911081226.jsonl","home_office","2025-09-11","1757647064.17855","XBluFsr/fQqH9A",,
"3607150","42662","688","2931773","2025-09-11 08:13:25.000","2025-09-11 09:13:25.000","2025-09-11 08:13:39.000","2025-09-11 09:13:39.000","2025-09-11 08:13:41.834","2025-09-11 08:13:41.834","2025-09-11 09:13:41.834","F","4352","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757647064.17855","Eny9B5jXdputyA",,
"3607153","42662","688","2931776","2025-09-11 08:13:39.000","2025-09-11 09:13:39.000","2025-09-11 08:13:39.000","2025-09-11 09:13:39.000","2025-09-11 08:13:56.891","2025-09-11 08:13:56.891","2025-09-11 09:13:56.891","F","4096","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757647064.17855","sgm0GFKfhavJiA",,
"3607154","42662","688","2931777","2025-09-11 08:13:59.000","2025-09-11 09:13:59.000","2025-09-11 08:14:13.000","2025-09-11 09:14:13.000","2025-09-11 08:14:26.953","2025-09-11 08:14:26.953","2025-09-11 09:14:26.953","F","4352","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757647064.17855","rT384YPzzTNjEQ",,
"3607155","42662","688","2931778","2025-09-11 08:14:13.000","2025-09-11 09:14:13.000","2025-09-11 08:14:13.000","2025-09-11 09:14:13.000","2025-09-11 08:14:41.992","2025-09-11 08:14:41.992","2025-09-11 09:14:41.992","F","4096","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250911081726.jsonl","home_office","2025-09-11","1757647064.17855","sUjE9qKuTnXhFQ",,
"3601013","42662","688","2924445","2025-09-08 10:08:51.000","2025-09-08 11:08:51.000","2025-09-08 10:08:51.000","2025-09-08 11:08:51.000","2025-09-08 10:09:06.654","2025-09-08 10:09:06.654","2025-09-08 11:09:06.654","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908101226.jsonl","home_office","2025-09-08","1757386980.5096345","SG9sYO5ZXZCWvA",,
"3601091","42662","688","2924567","2025-09-08 11:08:51.000","2025-09-08 12:08:51.000","2025-09-08 11:08:51.000","2025-09-08 12:08:51.000","2025-09-08 11:08:56.993","2025-09-08 11:08:56.993","2025-09-08 12:08:56.993","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908111226.jsonl","home_office","2025-09-08","1757386980.5096345","MS6KPGwxjBOUkQ",,
"3601161","42662","688","2924662","2025-09-08 12:08:50.000","2025-09-08 13:08:50.000","2025-09-08 12:08:50.000","2025-09-08 13:08:50.000","2025-09-08 12:09:02.136","2025-09-08 12:09:02.136","2025-09-08 13:09:02.136","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908121226.jsonl","home_office","2025-09-08","1757386980.5096345","sWXSWMmnTL8wIA",,
"3601191","42662","688","2924705","2025-09-08 12:28:25.000","2025-09-08 13:28:25.000","2025-09-08 12:28:43.000","2025-09-08 13:28:43.000","2025-09-08 12:28:48.839","2025-09-08 12:28:48.839","2025-09-08 13:28:48.839","F","256","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250908123225.jsonl","home_office","2025-09-08","1757386980.5096345","RVNfuBxjPgXe2w",,
"3601192","42662","688","2924706","2025-09-08 12:28:43.000","2025-09-08 13:28:43.000","2025-09-08 12:28:43.000","2025-09-08 13:28:43.000","2025-09-08 12:29:03.874","2025-09-08 12:29:03.874","2025-09-08 13:29:03.874","F","0","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250908123225.jsonl","home_office","2025-09-08","1757386980.5096345","HYFCKlOAmaEVwQ",,
"3601265","42662","688","2924804","2025-09-08 13:08:50.000","2025-09-08 14:08:50.000","2025-09-08 13:08:50.000","2025-09-08 14:08:50.000","2025-09-08 13:09:37.726","2025-09-08 13:09:37.726","2025-09-08 14:09:37.726","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908131226.jsonl","home_office","2025-09-08","1757386980.5096345","CUTKtCPsvWIwpA",,
"3601362","42662","688","2924927","2025-09-08 14:08:51.000","2025-09-08 15:08:51.000","2025-09-08 14:08:51.000","2025-09-08 15:08:51.000","2025-09-08 14:08:58.388","2025-09-08 14:08:58.388","2025-09-08 15:08:58.388","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908141225.jsonl","home_office","2025-09-08","1757386980.5096345","S4NDuH/+JdkvIQ",,
"3601444","42662","688","2925033","2025-09-08 15:08:51.000","2025-09-08 16:08:51.000","2025-09-08 15:08:51.000","2025-09-08 16:08:51.000","2025-09-08 15:09:04.206","2025-09-08 15:09:04.206","2025-09-08 16:09:04.206","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908151226.jsonl","home_office","2025-09-08","1757386980.5096345","7RXDk4sGcFV9Aw",,
"3601465","42662","688","2925055","2025-09-08 15:21:48.000","2025-09-08 16:21:48.000","2025-09-08 15:22:01.000","2025-09-08 16:22:01.000","2025-09-08 15:22:05.402","2025-09-08 15:22:05.402","2025-09-08 16:22:05.402","F","256","76","Motion Start","EV_MU_TILT_START","Motion Started","2","MEDIUM","event_home_office_20250908152226.jsonl","home_office","2025-09-08","1757386980.5096345","NsQiG6u9wtdf1A",,
"3601466","42662","688","2925056","2025-09-08 15:22:01.000","2025-09-08 16:22:01.000","2025-09-08 15:22:01.000","2025-09-08 16:22:01.000","2025-09-08 15:22:20.432","2025-09-08 15:22:20.432","2025-09-08 16:22:20.432","F","0","77","Motion End","EV_MU_TILT_END","Motion End","1","LOW","event_home_office_20250908152226.jsonl","home_office","2025-09-08","1757386980.5096345","iIZSYeHM3pmPmg",,
"3601519","42662","688","2925133","2025-09-08 16:08:52.000","2025-09-08 17:08:52.000","2025-09-08 16:08:52.000","2025-09-08 17:08:52.000","2025-09-08 16:09:09.584","2025-09-08 16:09:09.584","2025-09-08 17:09:09.584","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908161226.jsonl","home_office","2025-09-08","1757386980.5096345","gSZ0yy1PapnugQ",,
"3601611","42662","688","2925255","2025-09-08 17:08:52.000","2025-09-08 18:08:52.000","2025-09-08 17:08:52.000","2025-09-08 18:08:52.000","2025-09-08 17:09:00.242","2025-09-08 17:09:00.242","2025-09-08 18:09:00.242","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908171225.jsonl","home_office","2025-09-08","1757386980.5096345","n2Cp7F5wt71PCQ",,
"3596719","42662","688","2918019","2025-09-05 18:08:56.000","2025-09-05 19:08:56.000","2025-09-05 18:08:56.000","2025-09-05 19:08:56.000","2025-09-05 18:09:10.194","2025-09-05 18:09:10.194","2025-09-05 19:09:10.194","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","PfjQeAlUyKw76A",,
"3596786","42662","688","2918117","2025-09-05 19:08:55.000","2025-09-05 20:08:55.000","2025-09-05 19:08:55.000","2025-09-05 20:08:55.000","2025-09-05 19:09:15.266","2025-09-05 19:09:15.266","2025-09-05 20:09:15.266","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","XHNh0QOcy8Q7gA",,
"3596848","42662","688","2918210","2025-09-05 20:08:55.000","2025-09-05 21:08:55.000","2025-09-05 20:08:55.000","2025-09-05 21:08:55.000","2025-09-05 20:09:05.828","2025-09-05 20:09:05.828","2025-09-05 21:09:05.828","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","lFbujlKMSDLP2Q",,
"3596920","42662","688","2918313","2025-09-05 21:08:55.000","2025-09-05 22:08:55.000","2025-09-05 21:08:55.000","2025-09-05 22:08:55.000","2025-09-05 21:09:11.639","2025-09-05 21:09:11.639","2025-09-05 22:09:11.639","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","v/TJMAijCPYU7w",,
"3596980","42662","688","2918404","2025-09-05 22:08:55.000","2025-09-05 23:08:55.000","2025-09-05 22:08:55.000","2025-09-05 23:08:55.000","2025-09-05 22:09:02.202","2025-09-05 22:09:02.202","2025-09-05 23:09:02.202","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","YIwCv3rHjIbVwQ",,
"3597064","42662","688","2918518","2025-09-05 23:08:55.000","2025-09-06 00:08:55.000","2025-09-05 23:08:55.000","2025-09-06 00:08:55.000","2025-09-05 23:09:08.103","2025-09-05 23:09:08.103","2025-09-06 00:09:08.103","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","YyIU/HmNjSaGKQ",,
"3597129","42662","688","2918615","2025-09-06 00:08:55.000","2025-09-06 01:08:55.000","2025-09-06 00:08:55.000","2025-09-06 01:08:55.000","2025-09-06 00:09:13.557","2025-09-06 00:09:13.557","2025-09-06 01:09:13.557","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","MBHtfEAS0IYeog",,
"3597193","42662","688","2918709","2025-09-06 01:08:55.000","2025-09-06 02:08:55.000","2025-09-06 01:08:55.000","2025-09-06 02:08:55.000","2025-09-06 01:09:04.186","2025-09-06 01:09:04.186","2025-09-06 02:09:04.186","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","4yP+Zs69SBRWtA",,
"3597252","42662","688","2918798","2025-09-06 02:08:54.000","2025-09-06 03:08:54.000","2025-09-06 02:08:54.000","2025-09-06 03:08:54.000","2025-09-06 02:09:09.422","2025-09-06 02:09:09.422","2025-09-06 03:09:09.422","F","0","157","Status Check","EV_PARTIAL_CALLBACK","Status Check","1","LOW","event_home_office_20250908070226.jsonl","home_office","2025-09-08","1757386980.5096345","w5m1auFAPBUtNA",,
